N,P,K,temperature,humidity,ph,rainfall,label
71.7,42.5,18.0,26.8,84.3,6.09,1554.1,rice
72.1,21.8,33.2,26.5,79.2,6.23,1829.4,rice
61.0,60.4,32.0,31.9,80.6,6.38,1754.6,rice
88.3,42.8,27.5,31.6,84.5,6.4,1566.7,rice
77.2,43.7,29.4,30.5,75.1,6.04,1785.1,rice
91.4,24.2,34.2,30.5,80.4,5.91,1262.2,rice
78.1,47.0,22.9,25.3,82.6,6.36,2069.9,rice
85.4,24.5,35.7,29.6,82.7,6.11,2162.4,rice
75.5,25.5,33.9,28.6,77.1,6.2,1282.5,rice
104.8,34.2,23.9,28.1,78.1,6.45,1701.4,rice
51.4,55.8,30.7,28.7,79.7,6.39,1660.5,rice
102.4,25.3,34.4,26.5,79.9,5.93,1727.7,rice
92.7,14.5,29.0,29.9,81.2,6.2,1494.7,rice
69.3,38.7,21.0,26.0,81.2,6.12,1858.1,rice
64.4,20.4,17.6,29.6,72.7,6.18,1657.7,rice
86.8,34.5,23.1,27.8,80.8,6.14,2082.2,rice
78.6,35.0,20.5,24.6,79.0,6.28,1312.0,rice
68.7,22.4,25.0,29.0,81.9,6.06,1420.7,rice
63.4,36.0,22.2,29.9,82.4,6.35,1878.9,rice
107.4,35.1,37.1,30.8,82.2,6.42,1450.8,rice
90.7,9.9,26.3,33.2,76.2,5.9,1595.6,rice
99.2,28.6,23.2,28.6,81.1,6.29,1796.3,rice
97.8,25.9,46.7,25.6,82.3,6.33,1957.5,rice
72.1,19.1,37.2,31.3,84.5,5.94,1933.9,rice
84.3,28.1,21.5,24.9,83.4,6.38,1939.4,rice
49.6,27.1,49.1,30.6,79.9,6.17,1944.8,rice
82.8,51.3,30.1,24.3,82.5,6.01,1797.4,rice
91.6,45.3,22.7,34.7,82.6,6.22,1332.9,rice
89.6,52.7,33.7,28.1,81.5,6.31,1285.5,rice
101.5,37.1,30.5,27.9,78.2,6.47,1529.7,rice
66.8,35.5,32.3,25.2,81.7,6.61,2043.2,rice
90.8,29.0,43.6,29.1,77.8,6.42,1696.1,rice
67.1,40.4,10.0,30.4,80.2,6.35,1783.6,rice
76.8,32.5,27.1,29.7,83.8,6.19,1359.6,rice
61.9,27.1,46.8,31.0,83.2,6.31,1128.0,rice
65.9,42.6,19.7,25.1,82.8,6.31,1461.7,rice
106.4,40.0,18.2,30.3,81.3,6.32,2015.3,rice
86.2,39.4,20.2,28.6,77.5,6.18,2271.5,rice
56.8,43.1,41.0,30.3,80.5,6.08,2330.0,rice
92.5,51.0,14.5,28.7,78.5,6.05,1749.4,rice
59.5,23.8,35.0,31.5,83.5,6.0,1893.5,rice
98.5,28.4,46.3,32.0,79.4,6.06,1926.5,rice
72.2,35.9,34.3,26.8,81.7,6.22,2147.6,rice
48.1,45.5,20.2,27.7,79.6,6.26,1601.5,rice
69.4,40.6,24.7,24.6,75.5,6.0,1328.2,rice
62.1,57.4,48.1,27.9,80.3,6.24,1850.1,rice
87.6,31.3,51.7,23.3,79.3,6.07,1494.0,rice
71.5,30.2,30.8,30.5,82.6,6.46,1803.1,rice
78.9,39.1,49.7,29.7,76.1,6.1,1784.8,rice
73.9,45.9,35.7,24.0,83.7,6.68,1876.4,rice
90.2,26.0,27.8,28.0,81.1,5.78,1725.3,rice
67.5,33.4,28.5,32.6,79.0,6.62,1581.3,rice
70.9,39.1,34.3,29.6,76.8,6.15,1802.0,rice
100.8,45.3,41.0,28.5,82.7,6.3,1306.0,rice
114.1,50.7,35.7,28.7,81.3,6.23,2086.6,rice
70.8,41.7,45.9,24.3,80.7,6.28,1427.9,rice
74.2,35.0,25.2,29.2,79.7,6.1,1464.7,rice
110.8,33.7,26.2,24.4,78.6,5.7,1718.1,rice
82.4,52.3,31.8,27.5,84.2,6.61,1457.1,rice
76.7,38.9,29.2,24.2,80.3,6.16,1647.0,rice
94.7,14.7,41.5,27.6,78.2,6.01,1484.8,rice
79.0,27.9,24.8,31.0,73.5,6.18,1674.5,rice
75.1,23.3,35.0,31.3,77.7,5.95,1916.2,rice
79.3,37.8,26.4,26.2,84.8,6.4,1877.9,rice
72.5,23.5,44.8,21.1,60.1,6.76,497.7,wheat
66.8,60.5,13.8,18.4,58.7,6.98,591.7,wheat
99.2,13.4,47.5,19.4,58.0,6.83,589.6,wheat
62.4,37.6,71.0,13.1,64.1,6.64,469.5,wheat
78.4,25.1,71.4,14.5,63.7,7.1,462.4,wheat
77.6,44.0,61.8,22.0,58.0,6.74,606.6,wheat
90.3,57.6,23.3,20.4,63.4,6.81,460.2,wheat
117.7,17.9,39.5,18.4,56.1,6.82,505.7,wheat
83.5,30.9,10.0,19.9,59.7,6.51,560.3,wheat
96.1,42.7,53.6,21.1,60.1,6.79,629.9,wheat
60.9,43.4,27.5,17.9,60.8,6.79,659.3,wheat
100.0,63.0,21.7,17.1,57.3,7.15,482.1,wheat
98.6,35.2,56.0,18.7,58.3,6.58,442.2,wheat
97.2,28.3,55.1,19.8,56.3,6.99,742.0,wheat
110.7,40.0,51.7,19.2,57.9,6.62,531.0,wheat
73.8,40.4,41.7,16.8,62.7,6.5,485.0,wheat
65.2,36.6,57.9,18.1,61.7,6.89,583.0,wheat
80.7,62.8,25.8,20.4,60.9,6.38,435.6,wheat
88.9,32.4,36.5,16.7,56.1,6.63,613.7,wheat
85.6,38.5,46.9,20.1,60.7,6.69,585.1,wheat
67.8,26.6,43.9,17.4,57.5,6.74,534.8,wheat
88.3,45.3,27.6,19.0,58.9,6.83,615.2,wheat
82.4,66.6,34.6,18.8,60.0,6.36,580.3,wheat
61.1,48.8,48.9,16.9,60.8,6.97,581.1,wheat
62.9,49.8,39.0,18.2,62.6,6.91,578.2,wheat
78.7,26.6,34.1,18.7,59.6,6.97,556.1,wheat
117.3,43.2,59.1,18.9,61.5,6.59,652.4,wheat
95.9,50.5,35.3,18.2,62.1,6.98,594.4,wheat
96.0,57.4,26.3,17.3,62.3,6.71,577.7,wheat
100.3,45.1,40.6,16.7,60.8,6.65,538.3,wheat
95.2,38.1,88.6,15.4,60.7,6.35,440.3,wheat
105.5,20.3,13.2,23.5,59.7,6.94,534.9,wheat
62.0,12.2,52.9,17.2,61.2,6.95,598.6,wheat
78.2,34.5,37.6,16.7,60.4,6.9,381.8,wheat
84.8,42.0,25.1,17.7,58.2,6.85,437.7,wheat
57.9,33.0,44.9,18.1,60.4,7.02,368.6,wheat
81.6,64.5,44.2,21.2,58.3,6.38,512.6,wheat
92.3,42.7,40.3,18.5,60.0,6.6,576.8,wheat
95.0,34.0,28.3,16.4,61.7,6.65,658.6,wheat
61.6,15.1,38.7,16.9,61.2,6.41,402.4,wheat
87.0,33.4,44.7,18.2,57.4,6.53,522.8,wheat
73.8,43.1,36.4,16.6,63.3,6.86,565.1,wheat
65.1,27.8,19.2,18.5,59.6,6.79,522.9,wheat
87.7,40.4,10.5,15.0,60.4,6.58,448.6,wheat
67.2,41.2,21.0,19.9,57.5,6.83,617.6,wheat
62.2,35.2,44.0,14.6,59.7,6.68,518.1,wheat
62.4,45.9,57.7,18.4,58.3,6.97,565.2,wheat
58.7,28.4,34.0,19.5,58.7,6.94,533.1,wheat
70.8,31.5,54.7,21.2,57.6,6.69,581.6,wheat
73.1,38.2,18.5,15.5,62.1,6.95,684.1,wheat
74.5,38.2,19.1,17.4,63.2,6.54,591.1,wheat
68.2,39.9,36.8,19.8,59.5,6.67,489.7,wheat
82.1,52.0,19.1,17.7,60.8,7.06,489.3,wheat
97.9,51.4,43.6,18.8,56.3,6.61,458.6,wheat
52.3,29.3,39.0,15.2,60.8,6.78,533.6,wheat
92.7,48.3,48.7,19.7,59.6,6.78,367.0,wheat
100.9,48.5,46.4,16.8,59.0,6.94,391.0,wheat
65.9,59.4,35.2,19.3,59.7,7.06,503.7,wheat
58.8,42.6,55.1,21.4,61.5,6.61,432.8,wheat
88.2,51.4,39.1,16.7,59.8,6.73,425.1,wheat
76.1,36.0,54.4,22.5,59.1,6.45,568.7,wheat
102.9,50.7,51.4,19.5,60.4,6.88,451.7,wheat
74.8,30.7,45.7,18.6,63.1,6.5,582.4,wheat
93.7,46.5,46.4,21.2,54.0,6.67,500.3,wheat
112.8,46.8,31.3,17.9,61.3,6.59,443.4,wheat
82.8,31.2,68.4,17.2,59.4,6.96,542.3,wheat
84.7,17.3,70.2,18.6,58.5,6.82,614.1,wheat
81.3,44.3,42.9,21.3,57.2,6.82,516.9,wheat
100.4,59.7,87.3,19.6,61.4,6.55,670.6,wheat
71.8,63.1,28.4,16.1,54.8,6.85,570.2,wheat
49.0,40.3,10.0,14.8,55.1,6.89,510.7,wheat
79.5,40.2,47.1,17.8,60.9,6.59,686.9,wheat
72.7,47.6,40.3,15.5,53.2,6.63,599.4,wheat
71.3,34.2,50.4,15.5,60.5,6.74,467.9,wheat
52.2,49.4,29.8,17.4,65.4,6.48,542.7,wheat
92.0,50.3,18.8,17.8,59.4,7.05,484.9,wheat
87.8,37.3,39.7,16.0,58.0,6.93,313.4,wheat
84.5,51.2,33.8,17.0,61.9,6.45,567.1,wheat
68.9,42.2,46.9,20.0,59.7,6.82,784.6,wheat
86.7,51.5,36.4,18.9,60.5,7.02,465.0,wheat
65.1,32.4,42.8,20.1,57.6,6.81,573.3,wheat
69.4,21.5,37.8,19.1,62.6,6.86,450.9,wheat
74.2,36.3,49.5,17.5,59.1,6.37,559.4,wheat
76.6,50.3,41.2,17.0,55.2,7.0,689.9,wheat
78.3,42.7,58.5,21.0,57.3,7.02,517.7,wheat
81.1,22.0,28.3,16.3,58.5,6.73,599.6,wheat
75.6,56.3,37.0,21.4,59.8,6.8,623.8,wheat
57.0,59.6,34.4,19.0,58.1,7.04,645.5,wheat
70.9,38.4,54.4,18.0,58.9,6.56,392.5,wheat
107.0,31.2,64.8,18.9,57.3,6.58,575.6,wheat
78.3,35.3,39.2,18.0,62.7,6.99,550.2,wheat
104.6,44.6,44.7,19.2,60.0,6.87,624.3,wheat
72.3,42.9,39.1,15.2,61.0,6.73,330.8,wheat
76.7,46.3,32.8,20.9,58.1,6.94,557.2,wheat
76.0,18.0,33.5,17.1,60.0,6.84,557.0,wheat
69.3,21.5,37.6,20.2,59.4,6.93,525.2,wheat
79.9,43.7,67.2,17.5,59.6,6.84,469.5,wheat
71.2,34.3,45.4,17.8,58.7,6.59,573.2,wheat
85.9,43.2,59.3,23.6,59.0,6.74,490.3,wheat
56.5,5.0,48.6,13.2,58.8,6.96,351.1,wheat
81.7,32.5,47.4,19.0,57.5,6.57,459.1,wheat
71.9,49.6,12.1,12.3,57.2,6.7,478.6,wheat
84.9,18.4,10.0,18.6,64.6,6.66,596.5,wheat
87.8,62.4,46.3,20.3,62.9,6.49,549.5,wheat
70.8,46.1,16.6,19.1,56.1,7.0,550.7,wheat
78.8,17.9,53.4,15.9,59.1,7.02,669.6,wheat
82.5,66.4,47.4,17.2,60.1,6.46,608.2,wheat
63.6,42.8,55.5,18.4,60.5,6.79,639.6,wheat
95.0,36.6,51.4,16.7,59.8,6.58,668.7,wheat
50.1,26.5,53.9,17.9,61.2,6.8,545.0,wheat
49.7,38.8,31.0,18.2,56.6,6.55,506.4,wheat
57.3,53.9,54.6,16.4,60.9,7.14,544.3,wheat
102.6,47.3,47.6,16.8,58.9,6.78,566.9,wheat
57.1,27.3,41.9,17.6,59.5,6.98,426.3,wheat
65.4,48.4,20.4,16.4,58.9,6.49,484.0,wheat
73.0,40.5,13.8,15.0,61.8,6.71,497.5,wheat
63.1,53.5,42.3,19.6,59.0,6.94,582.0,wheat
63.8,30.8,55.5,17.8,59.7,6.98,548.3,wheat
90.2,26.2,51.3,17.2,64.2,6.67,625.0,wheat
87.5,15.2,35.2,18.9,58.4,6.44,589.4,wheat
70.2,40.3,39.3,20.5,64.9,6.94,566.0,wheat
80.7,37.0,14.9,15.1,58.6,6.37,471.6,wheat
88.9,48.2,44.6,19.4,60.6,6.69,609.7,wheat
111.5,33.7,40.5,16.7,63.0,6.64,573.1,wheat
63.6,41.6,54.9,17.0,55.6,6.65,568.6,wheat
68.4,41.9,42.6,19.9,65.1,6.81,352.4,wheat
69.7,22.8,42.2,17.1,58.5,6.67,566.5,wheat
72.0,50.1,19.6,19.8,62.0,6.81,592.9,wheat
87.3,52.9,26.8,16.5,62.7,6.93,469.6,wheat
74.2,46.5,53.1,19.3,62.1,6.73,539.6,wheat
83.0,47.3,43.9,17.1,57.4,6.28,544.9,wheat
63.7,55.1,54.2,14.3,54.5,7.01,520.8,wheat
81.5,34.2,13.3,16.5,60.9,6.59,455.6,wheat
90.4,54.1,35.9,13.7,58.6,6.65,568.9,wheat
88.3,48.2,10.9,17.8,56.6,6.79,591.7,wheat
102.5,34.1,32.5,16.9,60.2,6.84,476.8,wheat
62.6,24.0,16.7,21.0,63.2,6.8,574.7,wheat
97.4,33.0,22.7,19.9,64.6,6.91,649.0,wheat
84.8,55.4,59.4,20.3,60.3,6.82,584.8,wheat
91.3,23.3,55.8,19.7,61.3,6.66,620.5,wheat
79.5,20.9,46.3,15.9,57.9,6.85,573.8,wheat
65.6,32.9,33.1,17.2,60.0,6.82,623.4,wheat
47.5,25.7,25.6,20.4,58.0,6.95,689.8,wheat
85.7,48.3,44.0,15.6,61.0,6.71,418.0,wheat
71.2,28.8,37.3,19.9,57.0,6.95,544.2,wheat
66.5,34.1,56.1,16.5,60.9,6.82,515.2,wheat
59.2,49.2,39.2,19.6,63.0,6.96,722.9,wheat
66.8,48.9,30.4,17.3,62.4,6.84,564.0,wheat
64.4,63.3,12.7,19.0,59.5,6.89,524.7,wheat
79.1,44.9,36.5,17.2,61.5,6.73,580.9,wheat
78.8,36.4,24.9,21.5,62.2,6.57,619.9,wheat
105.8,29.2,43.3,19.3,61.6,6.55,505.2,wheat
101.8,40.2,31.1,20.2,62.1,6.52,502.4,wheat
76.7,25.9,67.3,17.9,58.5,6.61,617.4,wheat
79.9,49.4,37.2,17.3,60.5,6.57,619.3,wheat
63.8,32.6,42.9,21.1,62.3,6.66,635.1,wheat
75.8,55.5,46.3,19.7,60.0,6.78,369.0,wheat
99.7,26.9,36.2,21.3,62.3,7.06,532.0,wheat
81.0,15.8,61.6,17.8,61.7,6.59,590.8,wheat
37.4,39.8,38.4,17.4,59.2,6.96,554.7,wheat
85.3,55.1,30.0,17.5,57.8,6.89,693.9,wheat
71.9,44.6,52.6,16.9,61.1,6.46,641.3,wheat
49.7,6.0,52.2,17.0,61.3,6.52,307.1,wheat
104.2,23.3,39.5,18.8,63.5,6.87,531.2,wheat
80.7,47.5,50.6,15.0,59.4,6.87,530.9,wheat
68.0,57.8,35.8,23.2,57.6,6.8,523.7,wheat
70.4,60.0,27.2,17.3,61.8,6.72,510.7,wheat
64.2,49.9,25.6,18.6,55.9,6.84,604.4,wheat
76.5,33.1,62.1,20.0,62.2,6.8,642.2,wheat
65.7,22.7,32.8,17.0,61.7,6.6,463.6,wheat
77.1,37.6,47.7,18.3,62.4,6.85,570.3,wheat
58.3,48.0,48.7,21.3,58.8,6.56,560.5,wheat
94.3,39.5,30.9,19.8,63.5,6.66,539.3,wheat
79.4,68.7,57.8,19.8,60.9,6.77,584.1,wheat
80.4,36.4,38.8,20.1,62.5,6.85,559.3,wheat
80.3,25.7,39.3,11.6,58.8,7.05,567.6,wheat
68.1,40.4,19.5,16.2,60.7,6.93,589.5,wheat
86.2,59.3,35.7,20.0,61.2,6.75,593.2,wheat
96.6,36.9,36.5,18.8,57.8,6.77,459.5,wheat
99.2,32.0,50.8,17.6,60.7,6.47,505.4,wheat
65.1,43.0,22.3,15.7,61.7,6.82,605.7,wheat
65.4,47.7,40.3,18.0,62.0,6.75,635.8,wheat
63.6,5.0,44.2,13.5,59.9,6.98,615.2,wheat
75.4,48.8,30.2,19.1,57.6,7.27,409.1,wheat
78.3,43.2,37.7,14.0,59.3,6.68,535.8,wheat
91.1,46.1,39.1,15.8,55.1,6.37,590.5,wheat
68.9,47.8,61.4,15.5,59.3,6.45,491.0,wheat
67.9,43.7,36.3,17.6,55.2,6.87,613.0,wheat
77.6,37.8,27.3,21.4,61.6,6.7,477.1,wheat
92.0,51.1,24.2,18.5,60.6,6.77,544.8,wheat
51.3,41.1,33.0,20.4,61.5,6.87,451.1,wheat
81.1,48.2,37.9,16.9,58.4,6.6,662.6,wheat
71.6,45.8,10.0,21.0,54.6,6.65,594.2,wheat
115.2,50.4,54.2,24.0,60.4,6.97,594.3,wheat
69.7,23.8,38.9,18.8,58.8,6.6,538.2,wheat
72.2,76.9,60.4,14.8,59.9,6.78,565.9,wheat
59.9,45.2,29.8,15.8,58.5,6.56,569.4,wheat
87.1,47.6,32.9,20.6,63.4,6.59,632.8,wheat
67.7,25.4,31.5,16.8,60.6,6.87,684.1,wheat
63.2,48.1,49.1,18.2,60.0,6.43,461.3,wheat
89.7,51.1,32.6,17.7,57.4,6.68,465.2,wheat
99.9,49.9,42.4,16.0,57.9,6.65,572.3,wheat
100.3,55.5,65.0,15.7,62.7,6.68,567.6,wheat
72.5,34.6,43.6,19.2,63.5,6.83,598.9,wheat
103.0,53.5,33.1,15.7,62.7,6.34,538.1,wheat
59.0,47.0,36.9,19.7,63.1,6.93,550.3,wheat
68.9,24.0,34.2,18.7,64.4,6.95,489.3,wheat
94.5,43.9,19.2,19.4,63.1,6.9,570.0,wheat
75.2,27.6,38.1,18.1,59.9,6.84,638.3,wheat
96.8,36.5,61.8,19.2,59.4,6.57,495.4,wheat
57.9,23.5,60.7,21.8,57.5,6.36,543.2,wheat
93.3,43.4,37.8,18.8,54.4,6.53,582.5,wheat
82.9,68.7,10.0,19.7,59.4,6.76,686.3,wheat
79.3,48.5,86.7,20.0,61.4,6.63,540.4,wheat
53.1,36.0,51.0,20.3,58.9,6.66,479.3,wheat
77.9,59.2,51.0,15.7,61.2,6.61,637.4,wheat
48.4,64.5,42.3,18.5,60.2,6.65,530.2,wheat
56.0,67.3,21.5,19.4,58.2,6.72,545.2,wheat
61.5,55.1,51.0,16.3,63.2,6.75,513.3,wheat
69.7,59.5,45.7,19.7,66.0,7.16,609.6,wheat
92.4,52.9,10.0,19.6,59.6,6.6,409.0,wheat
85.3,44.1,35.9,18.5,59.5,6.89,643.5,wheat
77.9,34.9,35.4,15.9,61.8,6.75,456.5,wheat
76.9,40.4,64.1,20.8,56.6,6.89,522.1,wheat
89.1,21.3,43.0,18.5,57.1,6.71,574.1,wheat
102.2,28.1,42.0,18.7,62.6,6.81,553.4,wheat
79.7,46.1,41.3,18.7,62.4,7.19,460.9,wheat
105.6,38.6,34.8,17.0,58.2,6.49,398.3,wheat
95.4,46.0,43.7,20.4,58.1,6.76,456.5,wheat
80.7,27.1,41.2,18.7,60.5,6.56,583.4,wheat
78.0,46.2,65.1,17.5,59.9,6.49,761.6,wheat
73.5,36.9,39.0,17.2,62.0,6.49,418.1,wheat
82.2,41.2,46.5,20.0,59.3,6.75,493.0,wheat
80.8,45.8,50.9,20.3,61.1,6.45,582.7,wheat
95.5,35.1,53.6,17.0,58.6,6.85,495.1,wheat
84.9,67.3,27.2,18.8,59.5,6.89,539.6,wheat
82.1,75.0,37.2,19.6,57.8,6.75,505.9,wheat
80.2,49.5,54.6,16.1,54.8,6.73,572.8,wheat
84.6,24.7,33.8,17.4,58.1,6.54,537.4,wheat
52.2,38.5,40.2,16.3,64.5,6.51,595.8,wheat
95.6,16.5,34.5,19.0,59.5,6.82,512.8,wheat
79.4,46.7,31.1,19.0,64.3,6.63,473.5,wheat
67.3,51.1,35.0,14.5,62.6,6.69,514.3,wheat
92.4,53.9,32.4,17.4,61.9,7.2,562.5,wheat
77.4,44.8,45.4,16.3,60.3,6.55,555.2,wheat
62.0,61.4,40.2,19.6,58.7,6.65,574.2,wheat
73.6,45.0,49.0,18.0,67.3,6.55,472.6,wheat
76.1,43.7,71.0,20.6,61.3,6.55,700.6,wheat
78.5,29.9,51.3,15.5,60.4,6.91,650.2,wheat
56.6,49.8,46.4,19.9,60.0,6.64,631.0,wheat
67.7,26.4,33.8,16.4,58.8,6.47,505.1,wheat
68.3,43.3,46.3,16.9,65.1,6.98,414.4,wheat
60.0,48.7,59.4,21.1,62.7,6.65,481.8,wheat
91.8,22.4,21.1,24.1,61.7,6.67,450.0,wheat
95.4,47.2,64.3,16.8,58.4,6.87,556.6,wheat
93.7,58.9,46.9,19.4,63.4,6.64,448.6,wheat
81.2,49.1,50.4,15.3,63.3,6.72,473.5,wheat
88.3,36.9,56.2,19.1,59.2,6.91,532.6,wheat
75.9,54.8,27.9,18.2,58.1,6.57,479.0,wheat
76.7,37.7,48.1,18.9,59.3,6.47,495.3,wheat
83.0,39.9,32.2,19.0,62.7,6.79,450.1,wheat
76.2,43.1,57.9,19.0,55.6,6.65,589.6,wheat
74.8,49.2,24.2,16.8,58.7,6.6,508.5,wheat
105.1,36.7,10.0,19.4,58.6,6.69,408.2,wheat
82.5,53.9,31.9,14.2,61.5,6.82,552.8,wheat
75.9,39.4,41.7,20.4,57.7,6.41,414.0,wheat
100.4,36.4,32.7,18.6,59.5,6.47,472.7,wheat
79.0,45.2,51.1,21.9,57.2,6.54,446.5,wheat
71.2,32.6,26.4,24.1,61.5,6.65,362.5,wheat
57.3,24.0,10.0,22.1,60.1,7.0,620.2,wheat
58.8,49.6,43.6,17.0,60.3,6.78,563.5,wheat
74.0,46.4,41.4,20.1,60.8,6.53,392.3,wheat
76.9,53.4,32.1,16.7,56.2,6.97,550.5,wheat
89.7,35.4,10.4,17.4,62.2,6.62,486.3,wheat
93.9,38.9,37.3,17.3,60.1,6.53,451.7,wheat
53.4,31.8,30.7,19.9,59.9,6.61,630.3,wheat
79.1,54.2,45.1,18.7,61.7,6.64,521.2,wheat
71.9,49.1,36.7,18.4,58.4,6.59,499.8,wheat
73.4,41.3,65.6,15.6,60.8,6.49,697.3,wheat
75.8,27.6,36.9,16.1,63.5,6.63,631.3,wheat
50.5,39.7,44.4,18.4,62.7,6.61,605.0,wheat
85.7,35.5,32.5,19.0,60.3,7.03,522.8,wheat
72.8,53.2,69.4,18.1,59.5,6.75,686.4,wheat
91.2,41.6,46.4,19.5,60.1,6.3,556.9,wheat
74.3,65.0,46.5,17.0,59.0,6.94,518.0,wheat
104.0,48.4,48.0,15.7,58.4,6.34,539.3,wheat
64.2,9.6,36.6,18.9,58.8,6.91,434.8,wheat
83.9,54.3,17.2,18.2,61.8,6.87,561.3,wheat
68.8,32.1,51.3,19.6,56.9,6.47,602.2,wheat
80.2,37.8,38.3,17.2,58.5,6.96,478.6,wheat
77.6,70.0,24.2,21.3,63.3,6.79,487.6,wheat
105.0,54.7,37.0,17.7,62.4,7.07,447.3,wheat
72.6,55.9,25.4,17.7,65.1,6.84,410.7,wheat
58.2,40.9,55.7,19.4,61.6,6.74,535.6,wheat
70.6,49.0,40.5,18.4,57.4,6.75,614.6,wheat
65.0,40.0,32.0,20.0,61.7,6.8,640.6,wheat
70.0,42.3,19.8,17.8,57.6,6.38,518.8,wheat
85.9,54.0,29.1,18.5,62.6,7.06,708.4,wheat
71.7,37.0,28.7,17.1,63.0,7.04,321.7,wheat
75.8,41.4,46.9,19.3,55.6,6.83,643.7,wheat
86.3,42.6,20.9,18.1,59.5,6.93,541.4,wheat
106.5,52.5,41.4,17.7,60.1,6.87,624.9,wheat
85.9,38.2,35.2,17.4,59.6,6.69,337.2,wheat
78.5,43.9,54.3,14.6,61.2,7.07,471.7,wheat
82.3,43.6,28.3,16.7,58.1,6.91,580.6,wheat
83.5,49.4,31.6,20.0,57.5,6.69,723.7,wheat
70.9,58.8,61.7,12.4,61.9,6.42,663.3,wheat
96.9,29.5,27.9,20.5,60.2,6.73,535.3,wheat
79.2,28.9,40.1,20.7,63.4,6.62,546.3,wheat
90.7,19.2,60.0,15.3,56.4,6.88,509.4,wheat
60.2,40.2,42.7,23.9,58.4,7.28,553.8,wheat
74.9,27.9,40.7,21.4,58.8,6.57,580.0,wheat
61.0,38.0,41.0,17.3,63.1,6.66,425.5,wheat
87.9,35.2,28.8,14.7,57.4,7.07,577.6,wheat
80.9,32.8,34.9,18.3,59.9,6.71,601.1,wheat
108.5,41.0,24.5,14.0,60.7,6.6,631.1,wheat
86.8,36.9,48.3,20.4,61.0,6.67,583.2,wheat
70.9,34.6,21.8,14.4,64.3,6.61,513.8,wheat
77.8,40.5,55.3,13.7,60.3,6.74,530.8,wheat
101.2,32.5,41.5,18.1,59.3,6.86,502.2,wheat
53.5,44.4,34.2,19.2,60.1,6.48,467.3,wheat
61.5,56.7,19.7,18.9,57.6,6.74,548.5,wheat
72.2,50.2,40.4,18.1,61.4,6.69,463.1,wheat
75.2,47.5,38.8,19.6,56.5,6.77,468.2,wheat
90.5,30.0,44.6,18.9,64.7,6.72,414.7,wheat
90.5,25.2,29.7,15.7,59.1,6.76,587.7,wheat
78.4,63.3,13.8,19.5,59.7,6.86,724.9,wheat
82.1,36.6,38.4,18.7,53.7,6.81,414.5,wheat
84.4,37.1,33.8,25.2,61.3,6.63,528.5,wheat
74.6,72.4,36.5,22.4,60.3,6.32,648.1,wheat
43.5,48.2,27.8,20.9,60.5,6.59,670.2,wheat
84.0,26.6,58.0,18.9,59.3,6.76,445.8,wheat
82.4,56.3,36.5,17.2,59.7,6.76,410.5,wheat
73.7,17.1,61.7,18.2,62.1,6.78,458.1,wheat
57.6,14.5,50.8,15.8,60.9,6.53,500.7,wheat
71.5,42.9,32.9,17.3,57.5,6.58,793.9,wheat
46.6,33.8,35.5,19.8,56.5,6.41,468.5,wheat
53.1,33.2,31.0,17.1,63.1,6.69,653.6,wheat
70.5,42.5,45.4,17.1,58.4,6.68,491.9,wheat
85.7,30.2,44.8,16.5,57.5,6.45,655.9,wheat
57.8,60.1,28.9,13.3,61.7,6.47,666.0,wheat
90.7,23.2,17.2,16.7,59.1,6.71,361.2,wheat
80.6,53.1,38.9,19.5,56.1,6.95,633.9,wheat
74.2,37.9,10.0,13.0,62.7,6.58,537.3,wheat
98.9,44.9,36.5,22.1,61.3,6.73,474.9,wheat
63.5,55.0,42.4,16.6,55.3,6.87,616.5,wheat
90.1,42.0,57.7,19.9,55.6,6.59,556.8,wheat
45.3,60.1,46.6,19.4,58.0,6.77,469.4,wheat
60.2,49.3,40.0,21.2,63.1,7.17,418.3,wheat
97.5,20.0,17.6,15.2,62.1,6.64,591.1,wheat
88.0,50.3,38.2,18.8,58.2,6.9,552.1,wheat
111.6,40.4,19.4,19.8,65.1,6.6,512.9,wheat
85.1,32.9,54.6,21.5,62.1,6.98,560.5,wheat
70.4,59.8,49.3,18.5,54.6,6.83,607.2,wheat
109.9,44.7,63.9,19.0,57.5,7.05,590.5,wheat
74.1,46.5,44.6,17.3,60.1,6.83,483.6,wheat
97.3,25.4,47.0,16.3,62.2,6.78,593.2,wheat
71.8,37.4,52.6,16.0,58.4,6.57,457.2,wheat
79.1,45.4,43.0,17.8,62.9,6.59,417.9,wheat
82.9,38.2,54.5,20.9,57.8,7.16,589.9,wheat
75.2,41.4,56.1,19.0,66.2,6.7,583.3,wheat
73.6,46.0,26.6,15.2,58.5,6.44,386.2,wheat
92.3,49.8,54.3,15.4,62.2,6.43,555.8,wheat
73.8,40.0,63.0,21.1,59.1,6.77,733.5,wheat
74.6,50.3,45.1,15.6,63.4,6.94,478.2,wheat
89.0,40.6,50.8,21.8,62.6,7.25,556.2,wheat
67.5,53.2,53.0,17.7,60.5,6.7,749.0,wheat
86.8,60.5,28.4,17.4,56.2,6.78,598.0,wheat
103.2,43.8,58.3,15.7,56.7,7.0,475.4,wheat
56.8,43.2,39.4,18.8,59.2,6.69,542.1,wheat
81.1,48.9,22.8,20.1,59.6,6.59,557.8,wheat
83.5,26.4,45.2,18.7,58.2,6.64,569.4,wheat
